"GEOID","TOTAL"
"29045950300","2771"
"29047020201","5423"
"29047020202","4867"
"29047020300","6688"
"29047020400","2561"
"29047020500","6252"
"29047020602","4417"
"29047020603","4196"
"29047020604","5484"
"29047020802","2656"
"29047020803","2906"
"29047020901","6107"
"29047020902","2562"
"29047021001","3716"
"29047021003","4115"
"29047021004","3068"
"29047021101","5123"
"29047021103","3772"
"29047021104","3187"
"29047021105","3736"
"29047021204","5679"
"29047021208","6058"
"29047021209","4461"
"29047021210","4368"
"29047021211","2804"
"29047021212","6754"
"29047021213","3193"
"29047021214","1417"
"29047021303","5065"
"29047021307","7622"
"29047021309","5911"
"29047021311","2866"
"29047021312","7620"
"29047021313","8275"
"29047021314","7251"
"29047021401","4628"
"29047021403","2995"
"29047021404","4816"
"29047021601","4767"
"29047021602","3505"
"29047021701","5379"
"29047021703","2543"
"29047021704","3322"
"29047021806","4066"
"29047021807","4233"
"29047021808","4648"
"29047021809","4566"
"29047021810","3033"
"29047021811","3537"
"29047021812","5577"
"29047021900","6768"
"29047022000","6540"
"29047022100","5343"
"29047022200","4110"
"29047022301","3180"
"29047022302","5599"
"29049960100","5430"
"29049960201","3045"
"29049960202","4012"
"29049960300","4228"
"29049960400","4469"
"29051010300","4815"
"29051010401","3714"
"29051010402","2987"
"29051010500","4313"
"29051010600","3661"
"29051010701","6009"
"29051010702","5083"
"29051010801","5920"
"29051010802","3670"
"29051010901","3568"
"29051010902","2698"
"29051020198","7347"
"29051020200","4632"
"29051020300","3494"
"29051020400","6531"
"29051020500","2761"
"29051020600","4167"
"29051020700","1909"
"29053950100","3341"
"29053950200","2640"
"29053950300","4078"
"29053950400","2434"
"29053950500","4610"
"29055450101","1794"
"29055450103","3209"
"29055450104","2883"
"29055450200","3771"
"29055450301","2227"
"29055450302","4326"
"29055450401","1979"
"29055450402","2867"
"29057480100","4621"
"29057480200","2948"
"29059480100","4760"
"29059480200","5337"
"29059480301","2799"
"29059480302","4175"
"29061470100","3217"
"29061470200","5213"
"29063080101","2157"
"29063080102","5065"
"29063080200","3807"
"29065960100","4448"
"29065960200","4945"
"29065960300","2188"
"29065960400","2840"
"29067950100","2764"
"29067950200","4605"
"29067950500","4209"
"29069360100","2131"
"29069360200","2568"
"29069360300","3658"
"29069360400","3751"
"29069360500","2936"
"29069360600","4290"
"29069360700","3576"
"29069360800","2082"
"29069360900","1666"
"29069361000","1625"
"29071800101","2534"
"29071800102","2065"
"29071800103","2224"
"29071800104","1857"
"29071800201","5231"
"29071800202","6435"
"29071800301","2969"
"29071800302","4714"
"29071800401","5406"
"29071800403","4052"
"29071800404","2941"
"29071800501","4116"
"29071800502","2902"
"29071800603","4211"
"29071800604","3665"
"29071800605","4377"
"29071800606","5021"
"29071800702","3326"
"29071800703","4458"
"29071800704","2992"
"29071800801","5385"
"29071800802","1962"
"29071800901","2793"
"29071800903","3314"
"29071800904","3893"
"29071801000","3650"
"29071801101","4088"
"29071801102","4101"
"29073960100","2453"
"29073960200","1690"
"29073960300","2889"
"29073960400","3239"
"29073960500","4523"
"29075960100","2848"
"29075960200","3314"
"29077000101","949"
"29077000102","1595"
"29077000200","4629"
"29077000300","3126"
"29077000400","4349"
"29077000501","2228"
"29077000502","3371"
"29077000600","2612"
"29077000700","4607"
"29077000800","3414"
"29077000900","5097"
"29077001000","2202"
"29077001100","3461"
"29077001200","3821"
"29077001301","2234"
"29077001302","2540"
"29077001401","2861"
"29077001402","1950"
"29077001500","5201"
"29077001700","3217"
"29077001800","3340"
"29077001900","3000"
"29077002200","4595"
"29077002300","5433"
"29077002402","4115"
"29077002502","5630"
"29077002600","4997"
"29077002700","2539"
"29077002800","1849"
"29077002900","4038"
"29077003003","178"
"29077003004","5327"
"29077003100","3041"
"29077003200","4152"
"29077003300","3728"
"29077003600","2791"
"29077003701","5631"
"29077003702","2916"
"29077003801","3798"
"29077003802","3959"
"29077003900","3409"
"29077004002","4069"
"29077004003","5179"
"29077004004","2705"
"29077004005","3165"
"29077004104","3699"
"29077004105","4858"
"29077004106","4523"
"29077004107","4015"
"29077004108","2421"
"29077004109","5383"
"29077004201","4881"
"29077004202","6703"
"29077004303","2011"
"29077004304","2134"
"29077004305","5231"
"29077004306","3905"
"29077004401","3449"
"29077004402","3632"
"29077004500","2807"
"29077004601","4282"
"29077004602","3486"
"29077004700","6014"
"29077004802","8041"
"29077004803","6099"
"29077004804","5632"
"29077004805","3308"
"29077004900","6396"
"29077005001","3655"
"29077005002","7178"
"29077005100","4000"
"29077005201","3063"
"29077005202","3791"
"29077005500","4267"
"29077005600","3502"
"29077005700","3791"
"29077005801","2689"
"29077005802","3021"
"29079960100","2084"
"29079960200","2069"
"29079960300","2244"
"29079960400","3411"
"29081950100","3169"
"29081950200","2239"
"29081950300","2749"
"29083950100","2891"
"29083950200","3606"
"29083950300","3182"
"29083950400","2917"
"29083950500","3994"
"29083950600","5356"
"29085470100","2652"
"29085470300","2234"
"29085470501","1549"
"29085470502","1844"
"29087960100","1164"
"29087960200","1379"
"29087960300","1680"
"29089960100","2987"
"29089960200","3272"
"29089960300","3892"
"29091090101","2542"
"29091090102","2786"
"29091090200","3974"
"29091090300","4545"
"29091090400","4585"
"29091090500","4833"
"29091090600","4886"
"29091090700","5079"
"29091090801","3264"
"29091090802","3256"
"29093950100","2509"
"29093950200","2481"
"29093950300","2686"
"29093950400","1861"
"29095000300","2087"
"29095000600","4653"
"29095000700","4056"
"29095000800","4334"
"29095000900","3005"
"29095001000","2910"
"29095001100","2378"
"29095001800","3161"
"29095001900","3380"
"29095002000","2315"
"29095002100","4470"
"29095002200","3224"
"29095002300","2149"
"29095003400","3288"
"29095003700","1049"
"29095003800","1538"
"29095004300","2794"
"29095004400","1495"
"29095004600","2689"
"29095005100","1620"
"29095005200","1038"
"29095005300","1437"
"29095005400","826"
"29095005500","927"
"29095005601","1726"
"29095005602","1420"
"29095005700","2285"
"29095005801","2172"
"29095006000","1478"
"29095006100","2695"
"29095006300","1737"
"29095006500","1632"
"29095006600","1833"
"29095006700","1807"
"29095006900","1338"
"29095007100","2993"
"29095007200","2044"
"29095007301","1818"
"29095007302","1377"
"29095007400","4397"
"29095007500","2727"
"29095007600","2294"
"29095007700","1665"
"29095007802","2258"
"29095007900","3498"
"29095008000","3022"
"29095008100","2113"
"29095008200","2913"
"29095008300","2337"
"29095008400","2800"
"29095008500","3573"
"29095008600","5385"
"29095008700","2558"
"29095008800","3430"
"29095008900","1950"
"29095009000","4219"
"29095009100","3735"
"29095009200","2890"
"29095009300","2394"
"29095009400","4391"
"29095009500","3160"
"29095009600","1555"
"29095009700","1592"
"29095009800","3484"
"29095009900","2130"
"29095010001","1801"
"29095010002","3575"
"29095010103","2417"
"29095010105","3510"
"29095010201","1836"
"29095010203","4042"
"29095010204","4379"
"29095010500","4803"
"29095010600","3044"
"29095010702","3811"
"29095011001","2451"
"29095011002","2479"
"29095011100","3168"
"29095011200","3366"
"29095011300","4810"
"29095011405","2886"
"29095011406","6000"
"29095011407","3333"
"29095011408","1546"
"29095011409","1581"
"29095011410","2553"
"29095011501","4271"
"29095011502","1752"
"29095011601","2759"
"29095011602","2333"
"29095011701","2113"
"29095011702","2257"
"29095011800","5477"
"29095011900","3771"
"29095012000","3647"
"29095012100","5871"
"29095012200","6548"
"29095012300","3505"
"29095012400","4216"
"29095012501","3727"
"29095012502","3056"
"29095012600","4803"
"29095012702","4214"
"29095012703","2307"
"29095012802","3772"
"29095012803","2142"
"29095012804","6120"
"29095012903","3577"
"29095012904","2645"
"29095012906","4562"
"29095013003","4842"
"29095013100","2983"
"29095013203","4102"
"29095013208","3022"
"29095013210","2564"
"29095013301","4165"
"29095013307","2659"
"29095013309","5040"
"29095013313","5162"
"29095013401","2802"
"29095013405","1981"
"29095013407","2574"
"29095013410","4037"
"29095013416","2344"
"29095013417","2918"
"29095013418","2742"
"29095013502","6065"
"29095013504","3488"
"29095013606","1445"
"29095013612","7107"
"29095013613","2588"
"29095013614","1456"
"29095013615","2052"
"29095013705","1408"
"29095013706","4211"
"29095013707","2975"
"29095013708","3279"
"29095013801","5724"
"29095013803","5267"
"29095013804","3122"
"29095013902","1776"
"29095013904","7294"
"29095013916","6323"
"29095013917","3837"
"29095013918","3264"
"29095014002","1797"
"29095014004","3141"
"29095014005","5284"
"29095014006","6614"
"29095014008","3931"
"29095014009","3097"
"29095014111","4054"
"29095014112","1801"
"29095014120","3079"
"29095014121","7003"
"29095014122","2455"
"29095014123","3140"
"29095014124","3550"
"29095014125","2074"
"29095014126","5497"
"29095014127","1884"
"29095014128","5238"
"29095014203","4155"
"29095014205","3725"
"29095014206","5093"
"29095014300","5483"
"29095014400","2951"
"29095014501","4106"
"29095014503","1287"
"29095014504","3538"
"29095014601","5469"
"29095014603","3685"
"29095014604","4984"
"29095014701","3903"
"29095014702","5143"
"29095014804","3328"
"29095014806","4576"
"29095014902","1950"
"29095014903","5636"
"29095014904","6713"
"29095014905","5184"
"29095015000","3653"
"29095015100","5935"
"29095015200","2646"
"29095015300","3010"
"29095015401","2138"
"29095015402","1341"
"29095015500","1328"
"29095015600","2483"
"29095015701","2219"
"29095015702","3191"
"29095015800","1932"
"29095015900","1955"
"29095016000","1756"
"29095016100","1906"
"29095016200","2052"
"29095016300","2082"
"29095016400","1741"
"29095016500","1868"
"29095016600","1619"
"29095016700","3366"
"29095016801","2178"
"29095016802","1338"
"29095016900","2361"
"29095017000","2510"
"29095017100","3814"
"29095017200","4573"
"29095017300","3354"
"29095017400","2807"
"29095017500","2012"
"29095017600","5118"
"29095017700","5365"
"29095017800","3809"
"29095017900","5099"
"29095018000","3599"
"29095018101","5159"
"29095018102","3148"
"29095018200","4166"
"29095018500","4559"
"29095018600","3000"
"29095019301","4070"
"29095019302","3168"
"29095980101","3"
"29095980802","1"
"29095988300","97"
"29095989100","18"
"29095989200","7"
"29097010100","3730"
"29097010200","4673"
"29097010301","4072"
"29097010302","4620"
"29097010400","5609"
"29097010500","5144"
"29097010601","3070"
"29097010602","2893"
"29097010700","2703"
"29097010800","4235"
"29097010901","2882"
"29097010902","4082"
"29097011000","3733"
"29097011100","1762"
"29097011201","3060"
"29097011202","3682"
"29097011301","5127"
"29097011302","4068"
"29097011400","5898"
"29097011501","5442"
"29097011502","4648"
"29097011600","5203"
"29097011700","7195"
"29097011800","5054"
"29097011900","3991"
"29097012000","5255"
"29097012100","3909"
"29097012201","3680"
"29097012202","3341"
"29099700107","3731"
"29099700111","3671"
"29099700113","4495"
"29099700114","4304"
"29099700115","4016"
"29099700116","3084"
"29099700117","6963"
"29099700118","6219"
"29099700119","2116"
"29099700120","6096"
"29099700121","3887"
"29099700122","4087"
"29099700123","2893"
"29099700124","4831"
"29099700206","5692"
"29099700207","3559"
"29099700208","6784"
"29099700209","3760"
"29099700210","3853"
"29099700211","5161"
"29099700212","2927"
"29099700213","3122"
"29099700302","5581"
"29099700303","4652"
"29099700305","3814"
"29099700306","3572"
"29099700401","4769"
"29099700402","6552"
"29099700502","6120"
"29099700503","3234"
"29099700504","4278"
"29099700603","6420"
"29099700604","6331"
"29099700605","6429"
"29099700606","2946"
"29099700607","2779"
"29099700700","4605"
"29099700801","5795"
"29099700802","5577"
"29099700900","5810"
"29099701001","4753"
"29099701002","4072"
"29099701101","4506"
"29099701102","5285"
"29099701200","5941"
"29099701300","3400"
"29099701401","4093"
"29099701403","3871"
"29099701404","6303"
"29101960101","5957"
"29101960102","3185"
"29101960200","5259"
"29101960301","6057"
"29101960302","3841"
"29101960401","3310"
"29101960402","2821"
"29101960501","3477"
"29101960502","4136"
"29101960600","3299"
"29101960701","2096"
"29101960702","2918"
"29101960900","4761"
"29101980000","2896"
"29103960100","1808"
"29103960200","1936"
"29105960101","4596"
"29105960102","3600"
"29105960201","3074"
"29105960202","2855"
"29105960301","3319"
"29105960302","4067"
"29105960400","3934"
"29105960500","5627"
"29105960600","4967"
"29107090100","5130"
"29107090200","5837"
"29107090300","1327"
"29107090401","3532"
"29107090402","3115"
"29107090500","3716"
"29107090601","6467"
"29107090602","3860"
"29109470100","3916"
"29109470201","3537"
"29109470202","4335"
"29109470300","5221"
"29109470401","4014"
"29109470402","2890"
"29109470501","2980"
"29109470502","3542"
"29109470601","4872"
"29109470602","2694"
"29111970100","3745"
"29111970200","2164"
"29111970300","2346"
"29111970400","1777"
"29113810100","4178"
"29113810203","5660"
"29113810204","1794"
"29113810205","3964"
"29113810206","2067"
"29113810305","6752"
"29113810306","2789"
"29113810307","4626"
"29113810308","7826"
"29113810309","5519"
"29113810310","5693"
"29113810401","5092"
"29113810402","3614"
"29115490100","1568"
"29115490200","2215"
"29115490300","2757"
"29115490400","2709"
"29115490500","2625"
"29117480100","3800"
"29117480200","2975"
"29117480300","3440"
"29117480400","2743"
"29117480500","1599"
"29119070101","3697"
"29119070102","2621"
"29119070200","4491"
"29119070300","6276"
"29119070401","3285"
"29119070402","2933"
"29121960100","2244"
"29121960200","2553"
"29121960300","3775"
"29121960400","4036"
"29121960500","2601"
"29123960100","3377"
"29123960201","3024"
"29123960202","2704"
"29123960300","3521"
"29125880100","2628"
"29125880298","2491"
"29125880300","3313"
"29127960100","4542"
"29127960200","3276"
"29127960300","3672"
"29127960400","4868"
"29127960500","2580"
"29127960600","3482"
"29127960800","2813"
"29127960900","3292"
"29129470100","1274"
"29129470200","2264"
"29131962501","3364"
"29131962502","2294"
"29131962600","3386"
"29131962701","2161"
"29131962702","2961"
"29131962801","2490"
"29131962802","3813"
"29131962901","2842"
"29131962902","1411"
"29133950100","3097"
"29133950200","4007"
"29133950300","1647"
"29133950400","3826"
"29135385100","4015"
"29135385200","4486"
"29135385300","3442"
"29135385400","3530"
"29137960100","3539"
"29137960200","2550"
"29137960300","2577"
"29139970100","2300"
"29139970200","3666"
"29139970300","2952"
"29139970400","2404"
"29141470100","6272"
"29141470200","3809"
"29141470300","2847"
"29141470401","1032"
"29141470402","1741"
"29141470501","1662"
"29141470502","1245"
"29141470503","2398"
"29143960100","4459"
"29143960200","1740"
"29143960300","3169"
"29143960400","2090"
"29143960500","1944"
"29143960600","3032"
"29145020100","4132"
"29145020200","5206"
"29145020300","3382"
"29145020401","3375"
"29145020402","3637"
"29145020501","4186"
"29145020502","5446"
"29145020601","5608"
"29145020602","5089"
"29145020700","4452"
"29145020800","6608"
"29145020900","4228"
"29145021000","3299"
"29147470100","2181"
"29147470200","2723"
"29147470301","1871"
"29147470302","5095"
"29147470400","4203"
"29147470500","5168"
"29149480100","2896"
"29149480200","3760"
"29149480300","1979"
"29151490100","3363"
"29151490200","4198"
"29151490300","3320"
"29151490400","2393"
"29153470101","2607"
"29153470102","1528"
"29153470200","4418"
"29155470100","1671"
"29155470200","3022"
"29155470300","2909"
"29155470400","2758"
"29155470500","2680"
"29155470600","2621"
"29157470100","2458"
"29157470200","4772"
"29157470300","4220"
"29157470400","3785"
"29157470500","3721"
"29159480100","4008"
"29159480200","6418"
"29159480300","4432"
"29159480400","4345"
"29159480500","2961"
"29159480600","2193"
"29159480700","3705"
"29159480800","3349"
"29159480900","2958"
"29159481000","4615"
"29159481100","3996"
"29161890100","4597"
"29161890200","4792"
"29161890301","3600"
"29161890302","3612"
"29161890401","3745"
"29161890402","1666"
"29161890500","3550"
"29161890600","2742"
"29161890700","2932"
"29161890800","3256"
"29161890900","4385"
"29161891000","5761"
"29163460100","3037"
"29163460200","3291"
"29163460300","5428"
"29163460400","3763"
"29163460500","2068"
"29165030002","3392"
"29165030003","2554"
"29165030004","5920"
"29165030101","3831"
"29165030102","4775"
"29165030103","5850"
"29165030201","5492"
"29165030207","6102"
"29165030208","3165"
"29165030210","2067"
"29165030211","3011"
"29165030212","4849"
"29165030213","2722"
"29165030214","2477"
"29165030215","1552"
"29165030216","4194"
"29165030306","5074"
"29165030308","5728"
"29165030309","5276"
"29165030310","3755"
"29165030401","7497"
"29165030501","2921"
"29165030502","3182"
"29165030601","1909"
"29165030602","5886"
"29165030700","3525"
"29165980000","12"
"29167960101","2315"
"29167960102","3964"
"29167960201","2439"
"29167960202","4726"
"29167960301","2924"
"29167960302","5632"
"29167960401","4173"
"29167960402","5346"
"29169470101","4023"
"29169470102","3176"
"29169470286","5608"
"29169470288","4389"
"29169470289","3827"
"29169470389","7816"
"29169470390","1978"
"29169470401","5173"
"29169470402","7515"
"29169470501","3416"
"29169470502","1931"
"29169470601","3129"
"29169470602","1974"
"29171960100","2617"
"29171960200","2064"
"29173470100","3288"
"29173470200","3893"
"29173470300","3174"
"29175490100","3741"
"29175490200","3290"
"29175490300","4604"
"29175490400","3240"
"29175490500","4514"
"29175490600","5327"
"29177080001","2524"
"29177080002","4895"
"29177080100","3180"
"29177080201","3358"
"29177080202","3283"
"29177080300","5918"
"29179380100","2659"
"29179380200","3437"
"29181870100","3354"
"29181870200","2003"
"29181870300","3455"
"29181870400","1867"
"29183310100","2064"
"29183310201","6187"
"29183310202","3602"
"29183310301","4068"
"29183310302","3980"
"29183310400","2035"
"29183310501","3872"
"29183310502","2467"
"29183310601","3757"
"29183310602","5680"
"29183310700","5232"
"29183310801","2487"
"29183310802","5946"
"29183310901","2375"
"29183310902","5318"
"29183310903","4051"
"29183311001","4271"
"29183311003","3149"
"29183311004","5736"
"29183311103","6533"
"29183311114","5253"
"29183311122","7301"
"29183311124","6907"
"29183311132","3499"
"29183311145","4388"
"29183311146","4488"
"29183311147","4031"
"29183311148","4317"
"29183311149","3835"
"29183311150","4720"
"29183311151","6413"
"29183311152","4590"
"29183311153","6886"
"29183311154","5387"
"29183311203","6154"
"29183311211","5470"
"29183311212","4243"
"29183311221","3613"
"29183311294","3826"
"29183311296","4110"
"29183311311","5880"
"29183311312","7417"
"29183311322","6787"
"29183311331","4631"
"29183311391","4831"
"29183311422","6035"
"29183311500","2205"
"29183311602","5980"
"29183311603","2780"
"29183311604","3164"
"29183311712","4889"
"29183311721","3765"
"29183311732","7074"
"29183311733","2272"
"29183311734","4233"
"29183311735","5970"
"29183311737","3461"
"29183311738","4465"
"29183311739","4551"
"29183311740","2096"
"29183311801","6250"
"29183311802","6220"
"29183311903","6030"
"29183311904","6462"
"29183311907","6223"
"29183311908","4475"
"29183311909","5174"
"29183312001","3228"
"29183312002","4221"
"29183312003","6938"
"29183312094","5765"
"29183312095","6470"
"29183312096","9026"
"29183312192","6266"
"29183312193","8915"
"29183312194","3488"
"29183312195","3318"
"29183312204","5155"
"29183312206","4721"
"29183312207","4286"
"29183312208","5118"
"29183312209","4489"
"29183312300","2730"
"29183312400","5555"
"29183980000","12"
"29185480100","3529"
"29185480200","2712"
"29185480300","3043"
"29186960101","3714"
"29186960102","2527"
"29186960200","5539"
"29186960300","4083"
"29186960400","2616"
"29187950103","2875"
"29187950104","2096"
"29187950105","1763"
"29187950106","2850"
"29187950300","7835"
"29187950401","3190"
"29187950402","3908"
"29187950600","2822"
"29187950701","2557"
"29187950702","3118"
"29187950703","3375"
"29187950801","2536"
"29187950802","4065"
"29187950901","2398"
"29187950902","7399"
"29187951001","2455"
"29187951002","4238"
"29187951101","2308"
"29187951102","5134"
"29189210101","1400"
"29189210102","3961"
"29189210200","5585"
"29189210300","2985"
"29189210400","4142"
"29189210501","3164"
"29189210502","3305"
"29189210600","6645"
"29189210702","5984"
"29189210703","3550"
"29189210704","3950"
"29189210803","4898"
"29189210805","6080"
"29189210806","6151"
"29189210807","5760"
"29189210808","3620"
"29189210912","7155"
"29189210921","4072"
"29189210923","5399"
"29189210924","4456"
"29189210925","5419"
"29189210926","2578"
"29189210927","4681"
"29189210928","4477"
"29189211001","4302"
"29189211002","3368"
"29189211101","7056"
"29189211102","5002"
"29189211201","5337"
"29189211202","3298"
"29189211301","6432"
"29189211331","6067"
"29189211332","6293"
"29189211333","4918"
"29189211334","4258"
"29189211401","5325"
"29189211402","2274"
"29189211500","2989"
"29189211600","5855"
"29189211700","3828"
"29189211801","3553"
"29189211802","3483"
"29189211900","4495"
"29189212002","2866"
"29189212003","3441"
"29189212004","3506"
"29189212101","3467"
"29189212102","2675"
"29189212201","3792"
"29189212202","2079"
"29189212300","4623"
"29189212400","2173"
"29189212500","4599"
"29189212600","4374"
"29189212701","3069"
"29189212702","1881"
"29189213102","377"
"29189213103","3278"
"29189213104","1029"
"29189213202","7012"
"29189213203","5014"
"29189213204","3905"
"29189213301","3429"
"29189213302","3726"
"29189213401","4644"
"29189213402","1878"
"29189213500","5222"
"29189213600","3431"
"29189213701","836"
"29189213702","3986"
"29189213800","4720"
"29189213900","1437"
"29189214100","1080"
"29189214200","2882"
"29189214300","3714"
"29189214400","4789"
"29189214500","3173"
"29189214601","3891"
"29189214602","4052"
"29189214700","6721"
"29189214800","5481"
"29189214901","3196"
"29189214902","3241"
"29189215001","2840"
"29189215003","4412"
"29189215004","3427"
"29189215005","5941"
"29189215102","4979"
"29189215103","2577"
"29189215105","2434"
"29189215141","4229"
"29189215143","2901"
"29189215144","5672"
"29189215145","4914"
"29189215146","2632"
"29189215201","6657"
"29189215231","4751"
"29189215233","5234"
"29189215234","2071"
"29189215235","4612"
"29189215236","3250"
"29189215301","4689"
"29189215302","3386"
"29189215400","5507"
"29189215500","5260"
"29189215600","5042"
"29189215700","5681"
"29189215801","3943"
"29189215802","1602"
"29189215803","2430"
"29189215901","3337"
"29189215902","3161"
"29189216000","1542"
"29189216101","3337"
"29189216102","2262"
"29189216201","3827"
"29189216202","3950"
"29189216300","7068"
"29189216401","2762"
"29189216402","3071"
"29189216500","5279"
"29189216600","2492"
"29189216700","3539"
"29189216800","3189"
"29189216900","2333"
"29189217000","4002"
"29189217200","1899"
"29189217300","3064"
"29189217400","4915"
"29189217500","5587"
"29189217600","7577"
"29189217701","5425"
"29189217702","7813"
"29189217802","7426"
"29189217806","5595"
"29189217807","6462"
"29189217841","5280"
"29189217851","3168"
"29189217852","6729"
"29189217853","5015"
"29189217854","2290"
"29189217921","4833"
"29189217923","7103"
"29189217931","6366"
"29189217932","5144"
"29189217941","6016"
"29189217942","5402"
"29189217943","3505"
"29189217944","5818"
"29189218012","4955"
"29189218013","5814"
"29189218014","1573"
"29189218015","2914"
"29189218016","3991"
"29189218102","3122"
"29189218104","1793"
"29189218105","3616"
"29189218201","3274"
"29189218300","4313"
"29189218401","4151"
"29189218402","5054"
"29189218500","5064"
"29189218600","2801"
"29189218800","6176"
"29189218901","3425"
"29189218902","2928"
"29189219100","3950"
"29189219200","2679"
"29189219300","2170"
"29189219400","6335"
"29189219501","4764"
"29189219502","2553"
"29189219601","4176"
"29189219602","2579"
"29189219700","5887"
"29189219801","3782"
"29189219802","3757"
"29189219900","6101"
"29189220001","5090"
"29189220002","3199"
"29189220101","3231"
"29189220102","4503"
"29189220200","5704"
"29189220300","1763"
"29189220441","6024"
"29189220442","4473"
"29189220443","4132"
"29189220445","4940"
"29189220446","4414"
"29189220447","3292"
"29189220448","5197"
"29189220449","5189"
"29189220450","2832"
"29189220451","4075"
"29189220452","3881"
"29189220501","6421"
"29189220503","2670"
"29189220504","3873"
"29189220601","6746"
