"GEOID","TOTAL"
"290997001113001","29"
"290997001113002","44"
"290997001113003","53"
"290997001113004","31"
"290997001113005","68"
"290997001113006","64"
"290997001113007","113"
"290997001113008","0"
"290997001131000","113"
"290997001131001","45"
"290997001131002","0"
"290997001131003","22"
"290997001131004","423"
"290997001131005","17"
"290997001131006","25"
"290997001131007","713"
"290997001131008","0"
"290997001131009","23"
"290997001131010","38"
"290997001132000","204"
"290997001132001","8"
"290997001132002","25"
"290997001132003","678"
"290997001132004","83"
"290997001132005","389"
"290997001132006","50"
"290997001132007","19"
"290997001132008","39"
"290997001132009","493"
"290997001132010","21"
"290997001132011","25"
"290997001132012","75"
"290997001132013","545"
"290997001132014","34"
"290997001132015","30"
"290997001132016","82"
"290997001132017","142"
"290997001132018","67"
"290997001132019","43"
"290997001132020","24"
"290997001141000","0"
"290997001141001","0"
"290997001141002","0"
"290997001141003","0"
"290997001141004","26"
"290997001141005","0"
"290997001141006","66"
"290997001141007","30"
"290997001141008","10"
"290997001141009","105"
"290997001141010","17"
"290997001141011","0"
"290997001141012","203"
"290997001141013","429"
"290997001141014","29"
"290997001141015","0"
"290997001141016","94"
"290997001141017","127"
"290997001141018","60"
"290997001141019","43"
"290997001141020","0"
"290997001141021","137"
"290997001141022","24"
"290997001141023","55"
"290997001141024","123"
"290997001141025","0"
"290997001141026","7"
"290997001141027","0"
"290997001141028","0"
"290997001141029","24"
"290997001142000","169"
"290997001142001","35"
"290997001142002","36"
"290997001142003","0"
"290997001142004","0"
"290997001142005","0"
"290997001142006","24"
"290997001142007","7"
"290997001142008","21"
"290997001142009","19"
"290997001142010","18"
"290997001142011","17"
"290997001142012","328"
"290997001142013","19"
"290997001142014","202"
"290997001142015","24"
"290997001142016","25"
"290997001142017","15"
"290997001142018","20"
"290997001142019","7"
"290997001142020","27"
"290997001142021","32"
"290997001142022","0"
"290997001142023","3"
"290997001142024","5"
"290997001142025","9"
"290997001142026","15"
"290997001142027","1"
"290997001142028","9"
"290997001142029","0"
"290997001142030","18"
"290997001142031","5"
"290997001142032","14"
"290997001142033","7"
"290997001142034","13"
"290997001142035","9"
"290997001142036","4"
"290997001142037","0"
"290997001142038","4"
"290997001142039","19"
"290997001142040","0"
"290997001142041","2"
"290997001142042","0"
"290997001142043","0"
"290997001142044","0"
"290997001142045","3"
"290997001142046","6"
"290997001142047","1"
"290997001142048","0"
"290997001142049","0"
"290997001142050","10"
"290997001142051","2"
"290997001142052","0"
"290997001142053","0"
"290997001142054","0"
"290997001142055","16"
"290997001142056","0"
"290997001142057","0"
"290997001142058","0"
"290997001143000","0"
"290997001143001","0"
"290997001143002","7"
"290997001143003","18"
"290997001143004","0"
"290997001143005","0"
"290997001143006","65"
"290997001143007","38"
"290997001143008","88"
"290997001143009","13"
"290997001143010","0"
"290997001143011","57"
"290997001143012","60"
"290997001143013","144"
"290997001143014","0"
"290997001143015","0"
"290997001143016","0"
"290997001143017","0"
"290997001143018","0"
"290997001143019","0"
"290997001143020","215"
"290997001143021","97"
"290997001143022","237"
"290997001143023","22"
"290997001143024","233"
"290997001143025","2"
"290997001143026","0"
"290997001143027","0"
"290997001143028","22"
"290997001143029","157"
"290997001151000","0"
"290997001151001","389"
"290997001151002","122"
"290997001151003","144"
"290997001151004","0"
"290997001151005","82"
"290997001151006","55"
"290997001151007","33"
"290997001151008","62"
"290997001151009","88"
"290997001151010","49"
"290997001151011","0"
"290997001151012","35"
"290997001151013","58"
"290997001151014","68"
"290997001152000","0"
"290997001152001","0"
"290997001152002","0"
"290997001152003","0"
"290997001152004","0"
"290997001152005","55"
"290997001152006","28"
"290997001152007","174"
"290997001152008","83"
"290997001152009","6"
"290997001152010","22"
"290997001152011","0"
"290997001152012","0"
"290997001152013","0"
"290997001152014","0"
"290997001152015","11"
"290997001152016","390"
"290997001152017","10"
"290997001152018","9"
"290997001152019","32"
"290997001152020","225"
"290997001152021","10"
"290997001152022","58"
"290997001152023","7"
"290997001152024","0"
"290997001152025","0"
"290997001152026","0"
"290997001152027","27"
"290997001152028","0"
"290997001153000","26"
"290997001153001","295"
"290997001153002","885"
"290997001153003","24"
"290997001153004","21"
"290997001153005","15"
"290997001153006","17"
"290997001153007","50"
"290997001153008","34"
"290997001153009","21"
"290997001153010","20"
"290997001153011","48"
"290997001153012","0"
"290997001153013","15"
"290997001153014","81"
"290997001153015","45"
"290997001153016","16"
"290997001153017","43"
"290997001153018","0"
"290997001153019","0"
"290997001153020","0"
"290997001153021","28"
"290997001161000","87"
"290997001161001","91"
"290997001161002","275"
"290997001161003","908"
"290997001161004","26"
"290997001161005","90"
"290997001161006","138"
"290997001161007","74"
"290997001161008","25"
"290997001161009","81"
"290997001161010","40"
"290997001162000","356"
"290997001162001","193"
"290997001162002","198"
"290997001162003","181"
"290997001162004","68"
"290997001162005","45"
"290997001162006","208"
"290997001171000","269"
"290997001171001","29"
"290997001171002","362"
"290997001171003","0"
"290997001171004","0"
"290997001171005","108"
"290997001171006","280"
"290997001171007","122"
"290997001171008","125"
"290997001171009","99"
"290997001171010","34"
"290997001171011","39"
"290997001171012","0"
"290997001171013","0"
"290997001171014","0"
"290997001171015","0"
"290997001171016","0"
"290997001171017","0"
"290997001171018","0"
"290997001171019","108"
"290997001171020","85"
"290997001171021","279"
"290997001171022","22"
"290997001171023","31"
"290997001171024","20"
"290997001171025","53"
"290997001171026","36"
"290997001171027","454"
"290997001171028","39"
"290997001171029","64"
"290997001171030","37"
"290997001172000","0"
"290997001172001","0"
"290997001172002","0"
"290997001172003","0"
"290997001172004","245"
"290997001172005","40"
"290997001172006","60"
"290997001172007","578"
"290997001172008","67"
"290997001172009","89"
"290997001172010","148"
"290997001172011","29"
"290997001172012","19"
"290997001172013","11"
"290997001172014","0"
"290997001173000","216"
"290997001173001","49"
"290997001173002","60"
"290997001173003","103"
"290997001173004","59"
"290997001173005","556"
"290997001173006","14"
"290997001173007","8"
"290997001173008","44"
"290997001173009","38"
"290997001173010","163"
"290997001173011","86"
"290997001173012","131"
"290997001173013","0"
"290997001173014","13"
"290997001173015","86"
"290997001173016","20"
"290997001173017","8"
"290997001173018","12"
"290997001174000","0"
"290997001174001","0"
"290997001174002","65"
"290997001174003","571"
"290997001174004","61"
"290997001174005","31"
"290997001174006","142"
"290997001174007","41"
"290997001174008","128"
"290997001174009","119"
"290997001174010","89"
"290997001174011","69"
"290997001174012","0"
"290997001181000","0"
"290997001181001","0"
"290997001181002","221"
"290997001181003","0"
"290997001181004","15"
"290997001181005","0"
"290997001181006","0"
"290997001181007","0"
"290997001181008","21"
"290997001181009","0"
"290997001181010","127"
"290997001181011","144"
"290997001181012","213"
"290997001181013","287"
"290997001181014","381"
"290997001181015","25"
"290997001181016","0"
"290997001181017","79"
"290997001181018","107"
"290997001181019","78"
"290997001181020","76"
"290997001181021","67"
"290997001181022","36"
"290997001182000","74"
"290997001182001","37"
"290997001182002","545"
"290997001182003","106"
"290997001182004","16"
"290997001182005","0"
"290997001182006","140"
"290997001182007","243"
"290997001182008","39"
"290997001182009","18"
"290997001182010","0"
"290997001182011","14"
"290997001182012","65"
"290997001183000","0"
"290997001183001","257"
"290997001183002","59"
"290997001183003","31"
"290997001183004","16"
"290997001183005","62"
"290997001183006","651"
"290997001183007","33"
"290997001183008","43"
"290997001183009","24"
"290997001183010","0"
"290997001183011","23"
"290997001184000","11"
"290997001184001","0"
"290997001184002","667"
"290997001184003","54"
"290997001184004","480"
"290997001184005","43"
"290997001184006","0"
"290997001184007","0"
"290997001184008","435"
"290997001184009","76"
"290997001184010","80"
"290997001191000","0"
"290997001191001","15"
"290997001191002","0"
"290997001191003","0"
"290997001191004","0"
"290997001191005","0"
"290997001191006","556"
"290997001191007","18"
"290997001191008","44"
"290997001191009","24"
"290997001191010","27"
"290997001191011","36"
"290997001191012","0"
"290997001191013","33"
"290997001192000","28"
"290997001192001","17"
"290997001192002","95"
"290997001192003","831"
"290997001192004","22"
"290997001192005","63"
"290997001192006","12"
"290997001192007","19"
"290997001192008","189"
"290997001192009","87"
"290997001192010","0"
"290997001201000","920"
"290997001201001","338"
"290997001201002","0"
"290997001201003","22"
"290997001201004","0"
"290997001202000","1338"
"290997001202001","200"
"290997001202002","100"
"290997001202003","26"
"290997001202004","96"
"290997001202005","0"
"290997001202006","148"
"290997001202007","0"
"290997001202008","5"
"290997001202009","42"
"290997001202010","32"
"290997001202011","117"
"290997001202012","77"
"290997001202013","97"
"290997001202014","84"
"290997001203000","654"
"290997001203001","74"
"290997001203002","219"
"290997001203003","0"
"290997001203004","31"
"290997001203005","171"
"290997001203006","590"
"290997001203007","79"
"290997001203008","156"
"290997001203009","32"
"290997001203010","225"
"290997001203011","52"
"290997001203012","30"
"290997001203013","141"
"290997001211000","87"
"290997001211001","25"
"290997001211002","0"
"290997001211003","242"
"290997001211004","68"
"290997001211005","37"
"290997001211006","41"
"290997001211007","40"
"290997001211008","39"
"290997001211009","29"
"290997001211010","68"
"290997001211011","94"
"290997001211012","0"
"290997001211013","486"
"290997001211014","32"
"290997001211015","43"
"290997001211016","40"
"290997001211017","28"
"290997001211018","64"
"290997001211019","162"
"290997001211020","31"
"290997001211021","43"
"290997001211022","4"
"290997001211023","20"
"290997001211024","99"
"290997001211025","63"
"290997001211026","56"
"290997001211027","64"
"290997001211028","59"
"290997001211029","57"
"290997001211030","28"
"290997001211031","52"
"290997001211032","26"
"290997001211033","173"
"290997001211034","21"
"290997001211035","24"
"290997001212000","0"
"290997001212001","289"
"290997001212002","28"
"290997001212003","16"
"290997001212004","0"
"290997001212005","0"
"290997001212006","0"
"290997001212007","0"
"290997001212008","0"
"290997001212009","118"
"290997001212010","0"
"290997001212011","20"
"290997001212012","3"
"290997001212013","162"
"290997001212014","48"
"290997001212015","22"
"290997001212016","134"
"290997001212017","57"
"290997001212018","0"
"290997001212019","0"
"290997001212020","0"
"290997001212021","0"
"290997001212022","185"
"290997001212023","0"
"290997001212024","164"
"290997001212025","90"
"290997001212026","34"
"290997001212027","72"
"290997001221000","167"
"290997001221001","489"
"290997001221002","45"
"290997001221003","7"
"290997001221004","14"
"290997001221005","12"
"290997001221006","2"
"290997001221007","86"
"290997001221008","53"
"290997001221009","174"
"290997001221010","0"
"290997001221011","568"
"290997001221012","59"
"290997001221013","80"
"290997001221014","65"
"290997001221015","16"
"290997001221016","18"
"290997001222000","383"
"290997001222001","47"
"290997001222002","76"
"290997001222003","77"
"290997001222004","1116"
"290997001222005","34"
"290997001222006","27"
"290997001222007","68"
"290997001222008","81"
"290997001222009","37"
"290997001222010","286"
"290997001222011","0"
"290997001231000","0"
"290997001231001","285"
"290997001231002","74"
"290997001231003","25"
"290997001231004","46"
"290997001231005","57"
"290997001231006","45"
"290997001231007","41"
"290997001231008","874"
"290997001231009","57"
"290997001231010","46"
"290997001231011","17"
"290997001231012","103"
"290997001231013","170"
"290997001231014","36"
"290997001231015","20"
"290997001231016","132"
"290997001231017","78"
"290997001231018","75"
"290997001232000","1"
"290997001232001","51"
"290997001232002","99"
"290997001232003","253"
"290997001232004","48"
"290997001232005","198"
"290997001232006","42"
"290997001232007","16"
"290997001232008","4"
"290997001241000","88"
"290997001241001","437"
"290997001241002","11"
"290997001241003","114"
"290997001241004","286"
"290997001241005","98"
"290997001241006","174"
"290997001241007","30"
"290997001241008","110"
"290997001241009","29"
"290997001241010","512"
"290997001241011","381"
"290997001241012","34"
"290997001241013","0"
"290997001241014","235"
"290997001241015","104"
"290997001241016","23"
"290997001241017","49"
"290997001241018","394"
"290997001241019","150"
"290997001242000","257"
"290997001242001","1030"
"290997001242002","163"
"290997001242003","41"
"290997001242004","81"
"290997002061000","129"
"290997002061001","60"
"290997002061002","28"
"290997002061003","887"
"290997002061004","38"
"290997002061005","84"
"290997002061006","114"
"290997002061007","107"
"290997002061008","56"
"290997002061009","0"
"290997002061010","43"
"290997002061011","15"
"290997002061012","481"
"290997002061013","55"
"290997002061014","15"
"290997002061015","0"
"290997002061016","56"
"290997002061017","4"
"290997002061018","0"
"290997002061019","189"
"290997002061020","34"
"290997002061021","14"
"290997002061022","12"
"290997002061023","25"
"290997002061024","17"
"290997002061025","14"
"290997002061026","68"
"290997002061027","15"
"290997002061028","17"
"290997002061029","9"
"290997002061030","55"
"290997002061031","1"
"290997002061032","0"
"290997002061033","0"
"290997002062000","352"
"290997002062001","114"
"290997002062002","11"
"290997002062003","279"
"290997002062004","12"
"290997002062005","108"
"290997002062006","43"
"290997002063000","50"
"290997002063001","14"
"290997002063002","0"
"290997002063003","42"
"290997002063004","19"
"290997002063005","120"
"290997002063006","35"
"290997002063007","20"
"290997002063008","1277"
"290997002063009","55"
"290997002063010","178"
"290997002063011","38"
"290997002063012","283"
"290997002071000","694"
"290997002071001","30"
"290997002071002","52"
"290997002071003","34"
"290997002071004","47"
"290997002071005","105"
"290997002071006","64"
"290997002071007","73"
"290997002071008","34"
"290997002071009","32"
"290997002071010","30"
"290997002071011","41"
"290997002071012","22"
"290997002071013","381"
"290997002072000","0"
"290997002072001","128"
"290997002072002","14"
"290997002072003","0"
"290997002072004","682"
"290997002072005","37"
"290997002072006","36"
"290997002072007","0"
"290997002072008","47"
"290997002072009","34"
"290997002072010","36"
"290997002072011","0"
"290997002072012","81"
"290997002072013","16"
"290997002072014","87"
"290997002072015","0"
"290997002072016","0"
"290997002072017","0"
"290997002072018","507"
"290997002072019","39"
"290997002072020","29"
"290997002072021","36"
"290997002072022","42"
"290997002072023","5"
"290997002072024","43"
"290997002072025","21"
"290997002072026","0"
"290997002081000","649"
"290997002081001","79"
"290997002081002","85"
"290997002081003","14"
"290997002081004","294"
"290997002081005","75"
"290997002081006","0"
"290997002081007","9"
"290997002081008","24"
"290997002081009","114"
"290997002081010","19"
"290997002081011","44"
"290997002081012","0"
"290997002082000","12"
"290997002082001","0"
"290997002082002","299"
"290997002082003","10"
"290997002082004","62"
"290997002082005","250"
"290997002082006","32"
"290997002082007","139"
"290997002082008","34"
"290997002082009","286"
"290997002082010","12"
"290997002083000","0"
"290997002083001","151"
"290997002083002","336"
"290997002083003","40"
"290997002083004","37"
"290997002083005","69"
"290997002083006","52"
"290997002083007","144"
"290997002083008","0"
"290997002083009","386"
"290997002083010","80"
"290997002083011","75"
"290997002083012","56"
"290997002083013","108"
"290997002083014","31"
"290997002083015","129"
"290997002083016","76"
"290997002083017","92"
"290997002083018","0"
"290997002083019","653"
"290997002083020","32"
"290997002083021","26"
"290997002083022","224"
"290997002083023","0"
"290997002083024","5"
"290997002084000","359"
"290997002084001","261"
"290997002084002","15"
"290997002084003","36"
"290997002084004","461"
"290997002084005","32"
"290997002084006","12"
"290997002084007","117"
"290997002084008","33"
"290997002084009","12"
"290997002084010","24"
"290997002084011","66"
"290997002084012","12"
"290997002091000","804"
"290997002091001","0"
"290997002091002","43"
"290997002091003","186"
"290997002091004","158"
"290997002091005","0"
"290997002091006","388"
"290997002091007","0"
"290997002091008","67"
"290997002091009","65"
"290997002091010","26"
"290997002091011","0"
"290997002091012","42"
"290997002091013","25"
"290997002092000","26"
"290997002092001","0"
"290997002092002","0"
"290997002092003","28"
"290997002092004","50"
"290997002092005","21"
"290997002092006","23"
"290997002092007","54"
"290997002092008","26"
"290997002092009","389"
"290997002092010","237"
"290997002092011","120"
"290997002092012","58"
"290997002092013","77"
"290997002092014","4"
"290997002092015","9"
"290997002092016","0"
"290997002092017","274"
"290997002092018","20"
"290997002092019","14"
"290997002092020","4"
"290997002092021","269"
"290997002092022","229"
"290997002092023","6"
"290997002092024","18"
"290997002101000","0"
"290997002101001","0"
"290997002101002","111"
"290997002101003","8"
"290997002101004","38"
"290997002101005","16"
"290997002101006","34"
"290997002101007","25"
"290997002101008","0"
"290997002101009","457"
"290997002101010","35"
"290997002101011","80"
"290997002101012","25"
"290997002101013","60"
"290997002101014","47"
"290997002101015","0"
"290997002101016","88"
"290997002101017","17"
"290997002102000","81"
"290997002102001","157"
"290997002102002","59"
"290997002102003","31"
"290997002102004","19"
"290997002102005","48"
"290997002102006","92"
"290997002102007","0"
"290997002102008","0"
"290997002102009","112"
"290997002102010","36"
"290997002102011","31"
"290997002102012","0"
"290997002102013","36"
"290997002102014","29"
"290997002102015","0"
"290997002102016","0"
"290997002102017","54"
"290997002102018","44"
"290997002102019","57"
"290997002102020","49"
"290997002102021","0"
"290997002102022","144"
"290997002102023","110"
"290997002102024","31"
"290997002102025","49"
"290997002103000","397"
"290997002103001","445"
"290997002103002","111"
"290997002103003","61"
"290997002103004","120"
"290997002103005","73"
"290997002103006","98"
"290997002103007","37"
"290997002103008","136"
"290997002103009","65"
"290997002111000","0"
"290997002111001","0"
"290997002111002","0"
"290997002111003","110"
"290997002111004","25"
"290997002111005","0"
"290997002111006","220"
"290997002111007","361"
"290997002111008","14"
"290997002111009","0"
"290997002111010","0"
"290997002111011","0"
"290997002111012","64"
"290997002111013","323"
"290997002111014","88"
"290997002111015","26"
"290997002111016","89"
"290997002111017","493"
"290997002111018","10"
"290997002111019","365"
"290997002111020","0"
"290997002111021","0"
"290997002111022","0"
"290997002111023","109"
"290997002111024","0"
"290997002111025","0"
"290997002111026","0"
"290997002111027","0"
"290997002112000","404"
"290997002112001","79"
"290997002112002","30"
"290997002112003","72"
"290997002112004","18"
"290997002112005","68"
"290997002112006","351"
"290997002112007","43"
"290997002112008","6"
"290997002112009","124"
"290997002112010","10"
"290997002112011","16"
"290997002112012","35"
"290997002112013","25"
"290997002112014","7"
"290997002112015","5"
"290997002112016","31"
"290997002113000","8"
"290997002113001","0"
"290997002113002","17"
"290997002113003","165"
"290997002113004","375"
"290997002113005","20"
"290997002113006","294"
"290997002113007","196"
"290997002113008","0"
"290997002113009","0"
"290997002113010","125"
"290997002113011","42"
"290997002113012","187"
"290997002113013","12"
"290997002113014","26"
"290997002113015","39"
"290997002113016","0"
"290997002113017","8"
"290997002113018","0"
"290997002113019","26"
"290997002121000","0"
"290997002121001","0"
"290997002121002","32"
"290997002121003","60"
"290997002121004","0"
"290997002121005","107"
"290997002121006","341"
"290997002121007","93"
"290997002121008","0"
"290997002121009","351"
"290997002122000","105"
"290997002122001","471"
"290997002122002","157"
"290997002122003","76"
"290997002122004","723"
"290997002122005","0"
"290997002122006","211"
"290997002122007","56"
"290997002122008","20"
"290997002122009","11"
"290997002122010","43"
"290997002122011","46"
"290997002122012","8"
"290997002122013","16"
"290997002131000","173"
"290997002131001","519"
"290997002131002","25"
"290997002131003","325"
"290997002131004","13"
"290997002131005","675"
"290997002131006","169"
"290997002131007","176"
"290997002131008","155"
"290997002132000","11"
"290997002132001","0"
"290997002132002","206"
"290997002132003","16"
"290997002132004","20"
"290997002132005","27"
"290997002132006","44"
"290997002132007","0"
"290997002132008","117"
"290997002132009","0"
"290997002132010","0"
"290997002132011","0"
"290997002132012","0"
"290997002132013","18"
"290997002132014","67"
"290997002132015","11"
"290997002132016","28"
"290997002132017","112"
"290997002132018","0"
"290997002132019","0"
"290997002132020","0"
"290997002132021","0"
"290997002132022","0"
"290997002132023","0"
"290997002132024","0"
"290997002132025","0"
"290997002132026","0"
"290997002132027","0"
"290997002132028","0"
"290997002132029","7"
"290997002132030","4"
"290997002132031","0"
"290997002132032","204"
"290997003021000","71"
"290997003021001","12"
"290997003021002","18"
"290997003021003","1045"
"290997003021004","0"
"290997003021005","17"
"290997003021006","57"
"290997003021007","20"
"290997003021008","50"
"290997003021009","43"
"290997003021010","45"
"290997003021011","73"
"290997003022000","52"
"290997003022001","0"
"290997003022002","0"
"290997003022003","144"
"290997003022004","25"
"290997003022005","112"
"290997003022006","33"
"290997003022007","22"
"290997003022008","21"
"290997003022009","176"
"290997003022010","105"
"290997003022011","121"
"290997003022012","50"
"290997003022013","101"
"290997003022014","8"
"290997003022015","7"
"290997003022016","115"
"290997003022017","142"
"290997003022018","5"
"290997003022019","18"
"290997003022020","114"
"290997003023000","0"
"290997003023001","0"
"290997003023002","0"
"290997003023003","0"
"290997003023004","0"
"290997003023005","1048"
"290997003023006","107"
"290997003023007","15"
"290997003023008","63"
"290997003023009","39"
"290997003023010","62"
"290997003023011","17"
"290997003023012","95"
"290997003023013","115"
"290997003023014","0"
"290997003023015","0"
"290997003023016","21"
"290997003023017","24"
"290997003023018","26"
"290997003023019","0"
"290997003023020","0"
"290997003023021","0"
"290997003023022","13"
"290997003023023","10"
"290997003024000","28"
"290997003024001","133"
"290997003024002","0"
"290997003024003","0"
"290997003024004","0"
"290997003024005","0"
"290997003024006","0"
"290997003024007","0"
"290997003024008","0"
"290997003024009","0"
"290997003024010","0"
"290997003024011","6"
"290997003024012","47"
"290997003024013","45"
"290997003024014","0"
"290997003024015","0"
"290997003024016","26"
"290997003024017","10"
"290997003024018","0"
"290997003024019","0"
"290997003024020","0"
"290997003024021","10"
"290997003024022","72"
"290997003024023","38"
"290997003024024","0"
"290997003024025","74"
"290997003024026","27"
"290997003024027","518"
"290997003024028","70"
"290997003024029","0"
"290997003024030","0"
"290997003031000","0"
"290997003031001","24"
"290997003031002","84"
"290997003031003","6"
"290997003031004","40"
"290997003031005","35"
"290997003031006","19"
"290997003031007","0"
"290997003031008","15"
"290997003031009","366"
"290997003031010","97"
"290997003031011","49"
"290997003031012","84"
"290997003031013","64"
"290997003031014","23"
"290997003031015","134"
"290997003031016","13"
"290997003032000","437"
"290997003032001","66"
"290997003032002","222"
"290997003032003","206"
"290997003032004","14"
"290997003032005","21"
"290997003032006","78"
"290997003032007","73"
"290997003032008","107"
"290997003032009","39"
"290997003032010","55"
"290997003032011","22"
"290997003032012","34"
"290997003032013","145"
"290997003032014","175"
"290997003032015","43"
"290997003032016","146"
"290997003032017","158"
"290997003032018","45"
"290997003033000","511"
"290997003033001","41"
"290997003033002","179"
"290997003033003","66"
"290997003033004","16"
"290997003033005","10"
"290997003033006","58"
"290997003033007","301"
"290997003033008","44"
"290997003033009","82"
"290997003033010","10"
"290997003033011","47"
"290997003033012","42"
"290997003033013","0"
"290997003033014","59"
"290997003033015","12"
"290997003033016","6"
"290997003033017","13"
"290997003033018","0"
"290997003033019","16"
"290997003051000","14"
"290997003051001","0"
"290997003051002","197"
"290997003051003","0"
"290997003051004","249"
"290997003051005","186"
"290997003051006","34"
"290997003051007","342"
"290997003051008","41"
"290997003051009","524"
"290997003051010","58"
"290997003051011","57"
"290997003051012","48"
"290997003051013","39"
"290997003051014","4"
"290997003051015","410"
"290997003051016","0"
"290997003051017","49"
"290997003051018","62"
"290997003051019","0"
"290997003051020","33"
"290997003051021","44"
"290997003051022","22"
"290997003051023","45"
"290997003051024","56"
"290997003051025","0"
"290997003051026","26"
"290997003051027","19"
"290997003052000","0"
"290997003052001","0"
"290997003052002","26"
"290997003052003","283"
"290997003052004","13"
"290997003052005","105"
"290997003052006","0"
"290997003052007","120"
"290997003052008","132"
"290997003052009","77"
"290997003052010","9"
"290997003052011","157"
"290997003052012","137"
"290997003052013","1"
"290997003052014","0"
"290997003052015","67"
"290997003052016","0"
"290997003052017","0"
"290997003052018","8"
"290997003052019","8"
"290997003052020","8"
"290997003052021","12"
"290997003052022","7"
"290997003052023","6"
"290997003052024","79"
"290997003052025","0"
"290997003052026","0"
"290997003061000","0"
"290997003061001","242"
"290997003061002","38"
"290997003061003","85"
"290997003061004","223"
"290997003061005","90"
"290997003061006","0"
"290997003061007","26"
"290997003061008","0"
"290997003061009","134"
"290997003061010","72"
"290997003061011","100"
"290997003061012","80"
"290997003061013","31"
"290997003061014","102"
"290997003061015","106"
"290997003061016","114"
"290997003062000","153"
"290997003062001","37"
"290997003062002","48"
"290997003062003","6"
"290997003062004","29"
"290997003062005","135"
"290997003062006","0"
"290997003062007","11"
"290997003062008","0"
"290997003062009","0"
"290997003062010","0"
"290997003062011","2"
"290997003062012","0"
"290997003062013","0"
"290997003062014","0"
"290997003062015","0"
"290997003062016","0"
"290997003062017","59"
"290997003062018","0"
"290997003062019","8"
"290997003062020","0"
"290997003062021","8"
"290997003062022","42"
"290997003062023","65"
"290997003062024","76"
"290997003062025","11"
"290997003062026","34"
"290997003062027","32"
"290997003062028","5"
"290997003062029","4"
"290997003062030","62"
"290997003062031","0"
"290997003062032","0"
"290997003062033","0"
"290997003062034","0"
"290997003062035","0"
"290997003062036","25"
"290997003062037","0"
"290997003062038","101"
"290997003063000","488"
"290997003063001","0"
"290997003063002","20"
"290997003063003","0"
"290997003063004","89"
"290997003063005","15"
"290997003063006","5"
"290997003063007","429"
"290997003063008","0"
"290997003063009","12"
"290997003063010","9"
"290997003063011","6"
"290997003063012","14"
"290997003063013","46"
"290997003063014","6"
"290997003063015","4"
"290997003063016","10"
"290997003063017","23"
"290997004011000","19"
"290997004011001","0"
"290997004011002","72"
"290997004011003","9"
"290997004011004","9"
"290997004011005","3"
"290997004011006","71"
"290997004011007","10"
"290997004011008","0"
"290997004011009","17"
"290997004011010","43"
"290997004011011","11"
"290997004011012","13"
"290997004011013","451"
"290997004011014","32"
"290997004011015","17"
"290997004011016","13"
"290997004011017","50"
"290997004011018","29"
"290997004011019","49"
"290997004011020","5"
"290997004011021","49"
"290997004011022","21"
"290997004011023","37"
"290997004011024","55"
"290997004011025","407"
"290997004011026","7"
"290997004011027","11"
"290997004011028","0"
"290997004011029","28"
"290997004011030","111"
"290997004011031","485"
"290997004011032","0"
"290997004011033","80"
"290997004011034","150"
"290997004011035","0"
"290997004011036","75"
"290997004011037","24"
"290997004011038","50"
"290997004012000","36"
"290997004012001","0"
"290997004012002","19"
"290997004012003","19"
"290997004012004","0"
"290997004012005","34"
"290997004012006","5"
"290997004012007","25"
"290997004012008","6"
"290997004012009","52"
"290997004012010","2"
"290997004012011","0"
"290997004012012","13"
"290997004012013","100"
"290997004012014","183"
"290997004012015","105"
"290997004012016","0"
"290997004012017","161"
"290997004012018","163"
"290997004012019","0"
"290997004012020","12"
"290997004012021","57"
"290997004012022","59"
"290997004012023","141"
"290997004012024","19"
"290997004012025","19"
"290997004013000","435"
"290997004013001","15"
"290997004013002","34"
"290997004013003","16"
"290997004013004","28"
"290997004013005","6"
"290997004013006","213"
"290997004013007","0"
"290997004013008","101"
"290997004013009","0"
"290997004013010","51"
"290997004013011","0"
"290997004013012","65"
"290997004013013","24"
"290997004013014","11"
"290997004013015","27"
"290997004021000","7"
"290997004021001","0"
"290997004021002","32"
"290997004021003","0"
"290997004021004","11"
"290997004021005","32"
"290997004021006","104"
"290997004021007","0"
"290997004021008","87"
"290997004021009","8"
"290997004021010","22"
"290997004021011","6"
"290997004021012","107"
"290997004021013","0"
"290997004021014","10"
"290997004021015","0"
"290997004021016","315"
"290997004021017","0"
"290997004021018","40"
"290997004021019","38"
"290997004021020","0"
"290997004021021","0"
"290997004021022","0"
"290997004021023","29"
"290997004021024","6"
"290997004021025","0"
"290997004021026","32"
"290997004021027","8"
"290997004021028","9"
"290997004021029","18"
"290997004021030","67"
"290997004021031","26"
"290997004021032","17"
"290997004021033","0"
"290997004021034","0"
"290997004021035","0"
"290997004021036","6"
"290997004021037","0"
"290997004021038","0"
"290997004021039","0"
"290997004021040","13"
"290997004021041","0"
"290997004021042","0"
"290997004021043","0"
"290997004021044","0"
"290997004021045","10"
"290997004021046","0"
"290997004021047","0"
"290997004021048","15"
"290997004021049","1"
"290997004021050","228"
"290997004021051","0"
"290997004021052","15"
"290997004021053","6"
"290997004021054","0"
"290997004021055","5"
"290997004021056","11"
"290997004021057","163"
"290997004021058","64"
"290997004021059","9"
"290997004021060","18"
"290997004022000","0"
"290997004022001","18"
"290997004022002","0"
"290997004022003","24"
"290997004022004","187"
"290997004022005","60"
"290997004022006","0"
"290997004022007","0"
"290997004022008","16"
"290997004022009","0"
"290997004022010","16"
"290997004022011","31"
"290997004022012","0"
"290997004022013","312"
"290997004022014","20"
"290997004022015","50"
"290997004022016","67"
