"COUSUB20","pres12D","pres12R","pres20D","pres20R","DEM12","DEM20","COUNTY20","NAME","area_meters","area_sqmiles","NAME_COUNTY_STATE","total","density","municipalclass","COUNTYNAME","countyclass","CLASSIFICAITON"
4200303320,876,704,1322,553,0.554430379746835,0.705066666666667,"42003","Aspinwall",908635,0.35082594977274,"Aspinwall borough, Allegheny County, Pennsylvania",2916,8311.81388346256,"urban","Allegheny","urban","urban urban"
4200303608,1359,914,1761,945,0.597888253409591,0.650776053215078,"42003","Avalon",1597201,0.616682779997436,"Avalon borough, Allegheny County, Pennsylvania",4762,7721.96038945631,"urban","Allegheny","urban","urban urban"
4200303928,5191,4275,6441,5340,0.548383688992183,0.5467277820219,"42003","Baldwin",14943572,5.7697456513312,"Baldwin borough, Allegheny County, Pennsylvania",21510,3728.06728404695,"urban","Allegheny","urban","urban urban"
4200303932,637,506,710,599,0.557305336832896,0.542398777692895,"42003","Baldwin",1307994,0.50501932827488,"Baldwin township, Allegheny County, Pennsylvania",1985,3930.54263245856,"urban","Allegheny","urban","urban urban"
4200305216,309,491,482,511,0.38625,0.48539778449144,"42003","Bell Acres",13860454,5.35155143575955,"Bell Acres borough, Allegheny County, Pennsylvania",1505,281.226858802749,"rural","Allegheny","urban","rural urban"
4200305312,2258,1416,2997,1472,0.614589003810561,0.67061982546431,"42003","Bellevue",2615015,1.00966297913349,"Bellevue borough, Allegheny County, Pennsylvania",8311,8231.45957786093,"urban","Allegheny","urban","urban urban"
4200305504,555,474,834,397,0.53935860058309,0.677497969130788,"42003","Ben Avon",981713,0.379041524516716,"Ben Avon borough, Allegheny County, Pennsylvania",1918,5060.13161076608,"urban","Allegheny","urban","urban urban"
4200305520,147,1,169,129,0.993243243243243,0.567114093959732,"42003","Ben Avon Heights",449658,0.173613931802001,"Ben Avon Heights borough, Allegheny County, Pennsylvania",400,2303.96256710656,"suburban","Allegheny","urban","suburban urban"
4200306064,8011,10508,10975,11040,0.432582752848426,0.498523733817851,"42003","Bethel Park",30308137,11.7020376156183,"Bethel Park municipality, Allegheny County, Pennsylvania",33577,2869.3293512564,"suburban","Allegheny","urban","suburban urban"
4200307000,384,284,454,315,0.574850299401198,0.59037711313394,"42003","Blawnox",767755,0.29643187536004,"Blawnox borough, Allegheny County, Pennsylvania",1454,4905.00557078756,"urban","Allegheny","urban","urban urban"
4200307976,612,530,629,776,0.535901926444834,0.447686832740214,"42003","Brackenridge",1329046,0.513147551262786,"Brackenridge borough, Allegheny County, Pennsylvania",3240,6313.97342153695,"urban","Allegheny","urban","urban urban"
4200307992,940,67,784,82,0.933465739821251,0.905311778290993,"42003","Braddock",1458664,0.56319334298074,"Braddock borough, Allegheny County, Pennsylvania",1721,3055.78896030889,"urban","Allegheny","urban","urban urban"
4200308008,629,277,693,289,0.694260485651214,0.705702647657841,"42003","Braddock Hills",2454360,0.947633734210352,"Braddock Hills borough, Allegheny County, Pennsylvania",1730,1825.59984680324,"suburban","Allegheny","urban","suburban urban"
4200308064,284,506,437,410,0.359493670886076,0.515938606847698,"42003","Bradford Woods",2308607,0.891358183898922,"Bradford Woods borough, Allegheny County, Pennsylvania",1183,1327.18812859876,"suburban","Allegheny","urban","suburban urban"
4200308416,2420,2030,2947,2294,0.543820224719101,0.56229727151307,"42003","Brentwood",3751922,1.44862524459573,"Brentwood borough, Allegheny County, Pennsylvania",10082,6959.70199167253,"urban","Allegheny","urban","urban urban"
4200308624,1143,1158,1447,1374,0.496740547588005,0.512938674228997,"42003","Bridgeville",2836421,1.0951483172895,"Bridgeville borough, Allegheny County, Pennsylvania",4804,4386.62044597752,"urban","Allegheny","urban","urban urban"
4200311336,1972,1477,2512,1688,0.571759930414613,0.598095238095238,"42003","Carnegie",4197128,1.62052024951467,"Carnegie borough, Allegheny County, Pennsylvania",8134,5019.37572359004,"urban","Allegheny","urban","urban urban"
4200311680,2194,1753,2844,2014,0.555865214086648,0.585426101276245,"42003","Castle Shannon",4138184,1.59776184291201,"Castle Shannon borough, Allegheny County, Pennsylvania",8249,5162.84703918434,"urban","Allegheny","urban","urban urban"
4200312496,223,174,271,175,0.561712846347607,0.60762331838565,"42003","Chalfant",409888,0.158258648302618,"Chalfant borough, Allegheny County, Pennsylvania",748,4726.43996408775,"urban","Allegheny","urban","urban urban"
4200313392,431,509,517,612,0.458510638297872,0.45792736935341,"42003","Cheswick",1198394,0.462702529895891,"Cheswick borough, Allegheny County, Pennsylvania",1672,3613.55275143233,"urban","Allegheny","urban","urban urban"
4200313608,1242,934,1613,771,0.570772058823529,0.676593959731544,"42003","Churchill",5666780,2.18795608319421,"Churchill borough, Allegheny County, Pennsylvania",3157,1442.89916248734,"suburban","Allegheny","urban","suburban urban"
4200313704,2308,713,1857,915,0.763985435286329,0.66991341991342,"42003","Clairton",7172470,2.76930626705606,"Clairton city, Allegheny County, Pennsylvania",6181,2231.96692743225,"suburban","Allegheny","urban","suburban urban"
4200315216,2806,4338,2699,3058,0.392777155655095,0.468820566267153,"42003","Collier",35257467,13.6129846933654,"Collier township, Allegheny County, Pennsylvania",8935,656.358631208532,"suburban","Allegheny","urban","suburban urban"
4200316144,1564,1014,1768,1138,0.606671838634601,0.608396421197522,"42003","Coraopolis",3444862,1.33006871074306,"Coraopolis borough, Allegheny County, Pennsylvania",5559,4179.48332676316,"urban","Allegheny","urban","urban urban"
4200316848,1703,1213,2232,1353,0.584019204389575,0.622594142259414,"42003","Crafton",2958661,1.14234544716037,"Crafton borough, Allegheny County, Pennsylvania",6099,5339.01545733019,"urban","Allegheny","urban","urban urban"
4200317048,541,689,614,791,0.439837398373984,0.437010676156584,"42003","Crescent",5417042,2.09153169821636,"Crescent township, Allegheny County, Pennsylvania",2488,1189.55883007737,"suburban","Allegheny","urban","suburban urban"
4200319576,2824,1625,3724,1520,0.634749381883569,0.710144927536232,"42003","Dormont",1969412,0.760394256652927,"Dormont borough, Allegheny County, Pennsylvania",8244,10841.7441713567,"urban","Allegheny","urban","urban urban"
4200319856,441,370,392,486,0.543773119605425,0.446469248291572,"42003","Dravosburg",2502861,0.966360075799579,"Dravosburg borough, Allegheny County, Pennsylvania",1612,1668.11527128354,"suburban","Allegheny","urban","suburban urban"
4200320432,1945,391,1665,465,0.832619863013699,0.78169014084507,"42003","Duquesne",4703737,1.81612308628457,"Duquesne city, Allegheny County, Pennsylvania",5254,2892.97572377027,"suburban","Allegheny","urban","suburban urban"
4200321024,297,285,316,396,0.510309278350515,0.443820224719101,"42003","East Deer",5888503,2.27356381573969,"East Deer township, Allegheny County, Pennsylvania",1490,655.358776245847,"suburban","Allegheny","urban","suburban urban"
4200321444,536,405,589,470,0.569606801275239,0.5561850802644,"42003","East McKeesport",1069830,0.413063689870378,"East McKeesport borough, Allegheny County, Pennsylvania",2076,5025.85933092173,"urban","Allegheny","urban","urban urban"
4200321712,603,147,581,152,0.804,0.792633015006821,"42003","East Pittsburgh",1003868,0.387595618203636,"East Pittsburgh borough, Allegheny County, Pennsylvania",1927,4971.67643156272,"urban","Allegheny","urban","urban urban"
4200322520,1466,531,2025,329,0.734101151727591,0.860237892948173,"42003","Edgewood",1522639,0.587894229625774,"Edgewood borough, Allegheny County, Pennsylvania",3145,5349.60175064477,"urban","Allegheny","urban","urban urban"
4200322576,424,600,702,472,0.4140625,0.597955706984668,"42003","Edgeworth",3875478,1.49633048492889,"Edgeworth borough, Allegheny County, Pennsylvania",1669,1115.39530659186,"suburban","Allegheny","urban","suburban urban"
4200322992,275,348,273,398,0.441412520064205,0.406855439642325,"42003","Elizabeth",888039,0.34287378937663,"Elizabeth borough, Allegheny County, Pennsylvania",1398,4077.30203741052,"urban","Allegheny","urban","urban urban"
4200323000,2785,3985,2834,4984,0.411373707533235,0.362496802251215,"42003","Elizabeth",58996962,22.7788553460479,"Elizabeth township, Allegheny County, Pennsylvania",12982,569.914501970457,"suburban","Allegheny","urban","suburban urban"
4200323616,636,553,821,630,0.534903280067283,0.565816678152998,"42003","Emsworth",1472771,0.568640086363335,"Emsworth borough, Allegheny County, Pennsylvania",2525,4440.41857152266,"urban","Allegheny","urban","urban urban"
4200324160,777,593,996,748,0.567153284671533,0.571100917431193,"42003","Etna",1906207,0.735990668682635,"Etna borough, Allegheny County, Pennsylvania",3437,4669.89616342821,"urban","Allegheny","urban","urban urban"
4200325400,373,641,394,873,0.367850098619329,0.310970797158642,"42003","Fawn",33369544,12.8840535168503,"Fawn township, Allegheny County, Pennsylvania",2210,171.529868073714,"rural","Allegheny","urban","rural urban"
4200325904,971,1419,1583,2183,0.406276150627615,0.420339883165162,"42003","Findlay",83540938,32.2553378625692,"Findlay township, Allegheny County, Pennsylvania",6372,197.548698052684,"rural","Allegheny","urban","rural urban"
4200326592,2463,1508,3230,1256,0.620246789221858,0.720017833259028,"42003","Forest Hills",4052385,1.56463466239998,"Forest Hills borough, Allegheny County, Pennsylvania",6429,4108.94642340251,"urban","Allegheny","urban","urban urban"
4200326896,625,770,553,1125,0.448028673835125,0.329558998808105,"42003","Forward",49019305,18.926460277036,"Forward township, Allegheny County, Pennsylvania",3070,162.206770577429,"rural","Allegheny","urban","rural urban"
4200327120,1416,2025,2432,1516,0.411508282476024,0.616008105369808,"42003","Fox Chapel",20376878,7.86755691532162,"Fox Chapel borough, Allegheny County, Pennsylvania",5343,679.118061363473,"suburban","Allegheny","urban","suburban urban"
4200327552,2792,4769,5036,4582,0.369263324957016,0.523601580370139,"42003","Franklin Park",35069286,13.5403275999734,"Franklin Park borough, Allegheny County, Pennsylvania",15479,1143.17765842167,"suburban","Allegheny","urban","suburban urban"
4200327608,213,321,217,447,0.398876404494382,0.326807228915663,"42003","Frazer",24194863,9.34168922790376,"Frazer township, Allegheny County, Pennsylvania",1161,124.281591013762,"rural","Allegheny","urban","rural urban"
4200329432,879,747,843,997,0.540590405904059,0.458152173913043,"42003","Glassport",4096381,1.58162161369087,"Glassport borough, Allegheny County, Pennsylvania",4475,2829.374586983,"suburban","Allegheny","urban","suburban urban"
4200329592,38,61,50,69,0.383838383838384,0.420168067226891,"42003","Glenfield",2123398,0.819848586171056,"Glenfield borough, Allegheny County, Pennsylvania",212,258.584333224388,"rural","Allegheny","urban","rural urban"
4200329732,158,176,237,157,0.473053892215569,0.601522842639594,"42003","Glen Osborne",1114190,0.430191182352968,"Glen Osborne borough, Allegheny County, Pennsylvania",590,1371.48324792001,"suburban","Allegheny","urban","suburban urban"
4200331256,1292,1334,1760,1412,0.492003046458492,0.554854981084489,"42003","Green Tree",5375269,2.07540305206047,"Green Tree borough, Allegheny County, Pennsylvania",4941,2380.7423792186,"suburban","Allegheny","urban","suburban urban"
4200332328,4071,6285,6024,6342,0.393105446118192,0.487142163998059,"42003","Hampton",41976298,16.2071399558608,"Hampton township, Allegheny County, Pennsylvania",18479,1140.17649322005,"suburban","Allegheny","urban","suburban urban"
4200332624,677,814,855,1018,0.454057679409792,0.456486919380673,"42003","Harmar",15189113,5.86454956548061,"Harmar township, Allegheny County, Pennsylvania",3133,534.22687710599,"suburban","Allegheny","urban","suburban urban"
4200332832,2098,2279,2386,2988,0.4793237377199,0.443989579456643,"42003","Harrison",19058422,7.35849818609198,"Harrison township, Allegheny County, Pennsylvania",10157,1380.3088270372,"suburban","Allegheny","urban","suburban urban"
4200333312,16,24,29,25,0.4,0.537037037037037,"42003","Haysville",447257,0.172686900479848,"Haysville borough, Allegheny County, Pennsylvania",81,469.057003020635,"suburban","Allegheny","urban","suburban urban"
4200333592,312,233,411,337,0.572477064220184,0.549465240641711,"42003","Heidelberg",743717,0.287150751277612,"Heidelberg borough, Allegheny County, Pennsylvania",1288,4485.44882529242,"urban","Allegheny","urban","urban urban"
4200335424,1411,129,1276,205,0.916233766233766,0.861580013504389,"42003","Homestead",1492076,0.576093788851531,"Homestead borough, Allegheny County, Pennsylvania",2884,5006.12930708623,"urban","Allegheny","urban","urban urban"
4200336808,1523,2131,2153,2221,0.4168035030104,0.492226794695931,"42003","Indiana",45490063,17.5638122647673,"Indiana township, Allegheny County, Pennsylvania",7254,413.008286051395,"suburban","Allegheny","urban","suburban urban"
4200337000,922,640,1151,754,0.590268886043534,0.604199475065617,"42003","Ingram",1122813,0.433520541407914,"Ingram borough, Allegheny County, Pennsylvania",3391,7822.00536331517,"urban","Allegheny","urban","urban urban"
4200337955,2238,3294,2981,4344,0.404555314533623,0.406962457337884,"42003","Jefferson Hills",42954264,16.5847347555278,"Jefferson Hills borough, Allegheny County, Pennsylvania",12424,749.122622890244,"suburban","Allegheny","urban","suburban urban"
4200339312,2262,2275,2679,2897,0.498567335243553,0.48045193687231,"42003","Kennedy",14203814,5.48412347856438,"Kennedy township, Allegheny County, Pennsylvania",8701,1586.57988537445,"suburban","Allegheny","urban","suburban urban"
4200339624,174,238,272,275,0.422330097087379,0.497257769652651,"42003","Kilbuck",6558723,2.532337215462,"Kilbuck township, Allegheny County, Pennsylvania",773,305.25160522864,"suburban","Allegheny","urban","suburban urban"
4200342368,392,455,574,456,0.462809917355372,0.557281553398058,"42003","Leet",3890221,1.50202278929478,"Leet township, Allegheny County, Pennsylvania",1624,1081.20862850722,"suburban","Allegheny","urban","suburban urban"
4200342392,313,260,366,285,0.546247818499127,0.56221198156682,"42003","Leetsdale",2588612,0.999468723407213,"Leetsdale borough, Allegheny County, Pennsylvania",1162,1162.61767155526,"suburban","Allegheny","urban","suburban urban"
4200343064,551,609,514,849,0.475,0.377109317681585,"42003","Liberty",3704812,1.43043597113191,"Liberty borough, Allegheny County, Pennsylvania",2355,1646.35121566223,"suburban","Allegheny","urban","suburban urban"
4200343408,194,273,175,416,0.41541755888651,0.296108291032149,"42003","Lincoln",12431396,4.79978903377159,"Lincoln borough, Allegheny County, Pennsylvania",932,194.175200918706,"rural","Allegheny","urban","rural urban"
4200345900,6588,9629,9980,8893,0.406240365049023,0.528797753404334,"42003","McCandless",42714902,16.4923165667177,"McCandless township, Allegheny County, Pennsylvania",29698,1800.71731462711,"suburban","Allegheny","urban","suburban urban"
4200346072,65,57,58,123,0.532786885245902,0.320441988950276,"42003","McDonald",499490,0.192854175386141,"McDonald borough, Allegheny County, Pennsylvania",396,2053.36492822679,"suburban","Allegheny","urban","suburban urban"
4200346256,5412,2101,4797,2573,0.720351390922401,0.650881953867029,"42003","McKeesport",13078062,5.04946818286417,"McKeesport city, Allegheny County, Pennsylvania",17727,3510.66673915447,"urban","Allegheny","urban","urban urban"
4200346264,1736,531,1462,726,0.765769739744155,0.66819012797075,"42003","McKees Rocks",2734921,1.05595894652794,"McKees Rocks borough, Allegheny County, Pennsylvania",5920,5606.27855795469,"urban","Allegheny","urban","urban urban"
4200347696,1389,2665,3078,3044,0.342624568327578,0.502776870303822,"42003","Marshall",39993721,15.4416626640741,"Marshall township, Allegheny County, Pennsylvania",10080,652.779446053544,"suburban","Allegheny","urban","suburban urban"
4200349920,805,525,1026,673,0.605263157894737,0.603884638022366,"42003","Millvale",1602599,0.618766959538037,"Millvale borough, Allegheny County, Pennsylvania",3376,5456.01207039315,"urban","Allegheny","urban","urban urban"
4200350528,7773,6923,9687,7019,0.528919433859554,0.579851550341195,"42003","Monroeville",51063755,19.7158268686959,"Monroeville municipality, Allegheny County, Pennsylvania",28640,1452.64006377909,"suburban","Allegheny","urban","suburban urban"
4200350784,4979,6854,7098,7658,0.420772416124398,0.481024667931689,"42003","Moon",61859268,23.8839979181371,"Moon township, Allegheny County, Pennsylvania",27240,1140.51257638548,"suburban","Allegheny","urban","suburban urban"
4200351696,10636,9105,15164,7146,0.538777164277392,0.67969520394442,"42003","Mount Lebanon",15743037,6.0784208266602,"Mount Lebanon township, Allegheny County, Pennsylvania",34075,5605.89682283031,"urban","Allegheny","urban","urban urban"
4200351744,1057,298,924,391,0.780073800738007,0.702661596958175,"42003","Mount Oliver",879248,0.339479565156286,"Mount Oliver borough, Allegheny County, Pennsylvania",3394,9997.65626080469,"urban","Allegheny","urban","urban urban"
4200352320,3175,2120,3570,2576,0.599622285174693,0.580865603644647,"42003","Munhall",5939208,2.29314112652259,"Munhall borough, Allegheny County, Pennsylvania",10774,4698.35889094977,"urban","Allegheny","urban","urban urban"
4200353136,270,245,276,286,0.524271844660194,0.491103202846975,"42003","Neville",3965383,1.53104300097143,"Neville township, Allegheny County, Pennsylvania",1108,723.689667303259,"suburban","Allegheny","urban","suburban urban"
4200354816,1693,420,1560,454,0.801230477993374,0.774577954319762,"42003","North Braddock",3865247,1.49238027357656,"North Braddock borough, Allegheny County, Pennsylvania",4320,2894.70457127319,"suburban","Allegheny","urban","suburban urban"
4200355016,2633,3506,3839,4721,0.428897214530054,0.448481308411215,"42003","North Fayette",65250736,25.1934510893487,"North Fayette township, Allegheny County, Pennsylvania",16167,641.714386118189,"suburban","Allegheny","urban","suburban urban"
4200355488,2489,2071,2848,2468,0.545833333333333,0.535741158765989,"42003","North Versailles",20723041,8.00121120252295,"North Versailles township, Allegheny County, Pennsylvania",10074,1259.0593780131,"suburban","Allegheny","urban","suburban urban"
4200355840,372,350,396,488,0.515235457063712,0.447963800904977,"42003","Oakdale",1215882,0.46945468473213,"Oakdale borough, Allegheny County, Pennsylvania",1475,3141.94329712916,"urban","Allegheny","urban","urban urban"
4200356088,1817,1896,2627,1949,0.48936170212766,0.574082167832168,"42003","Oakmont",4101347,1.58353899709188,"Oakmont borough, Allegheny County, Pennsylvania",6758,4267.65618807675,"urban","Allegheny","urban","urban urban"
4200356384,2740,2637,3900,2301,0.509577831504556,0.628930817610063,"42003","O'Hara",18166133,7.01398346247164,"O'Hara township, Allegheny County, Pennsylvania",9284,1323.6415582777,"suburban","Allegheny","urban","suburban urban"
4200356392,1158,1778,2361,2148,0.39441416893733,0.523619427811045,"42003","Ohio",17747766,6.85245105382728,"Ohio township, Allegheny County, Pennsylvania",7178,1047.50839423959,"suburban","Allegheny","urban","suburban urban"
4200359032,15142,7080,16774,6885,0.68139681396814,0.708990236273722,"42003","Penn Hills",49566264,19.1376423365668,"Penn Hills township, Allegheny County, Pennsylvania",41059,2145.45758970254,"suburban","Allegheny","urban","suburban urban"
4200359152,184,227,262,216,0.447688564476886,0.548117154811716,"42003","Pennsbury Village",195289,0.0754015076517729,"Pennsbury Village borough, Allegheny County, Pennsylvania",677,8978.60031030934,"urban","Allegheny","urban","urban urban"
4200360272,1804,4374,4167,4634,0.292003884752347,0.473468923985911,"42003","Pine",43946237,16.9677376883599,"Pine township, Allegheny County, Pennsylvania",14691,865.819608354636,"suburban","Allegheny","urban","suburban urban"
4200360712,644,583,668,635,0.524857375713121,0.512663085188028,"42003","Pitcairn",1309388,0.505557554706817,"Pitcairn borough, Allegheny County, Pennsylvania",3101,6133.82189847471,"urban","Allegheny","urban","urban urban"
4200361000,112322,33100,125938,33831,0.772386571495372,0.788250536712379,"42003","Pittsburgh",143421647,55.3754098474588,"Pittsburgh city, Allegheny County, Pennsylvania",302971,5471.21909949898,"urban","Allegheny","urban","urban urban"
4200361328,2060,2527,2590,2697,0.449095269239154,0.489880839795725,"42003","Pleasant Hills",7189739,2.77597386551598,"Pleasant Hills borough, Allegheny County, Pennsylvania",8504,3063.42941683975,"urban","Allegheny","urban","urban urban"
4200361536,5669,7769,7406,9019,0.421863372525673,0.45089802130898,"42003","Plum",73996622,28.57025669617,"Plum borough, Allegheny County, Pennsylvania",27144,950.078968091273,"suburban","Allegheny","urban","suburban urban"
4200362320,752,793,737,1091,0.486731391585761,0.403172866520788,"42003","Port Vue",2936712,1.1338708905215,"Port Vue borough, Allegheny County, Pennsylvania",3680,3245.51942444475,"urban","Allegheny","urban","urban urban"
4200363408,903,78,662,87,0.920489296636086,0.883845126835781,"42003","Rankin",1121696,0.433089265278449,"Rankin borough, Allegheny County, Pennsylvania",1896,4377.85036944056,"urban","Allegheny","urban","urban urban"
4200364240,891,850,1106,956,0.511774842044802,0.536372453928225,"42003","Reserve",5346125,2.06415049027254,"Reserve township, Allegheny County, Pennsylvania",3255,1576.91990740957,"suburban","Allegheny","urban","suburban urban"
4200364528,1974,3831,3222,4254,0.340051679586563,0.430979133226324,"42003","Richland",37895066,14.6313674040189,"Richland township, Allegheny County, Pennsylvania",11942,816.191656613027,"suburban","Allegheny","urban","suburban urban"
4200365352,3076,3965,4443,4770,0.436869762817782,0.482253337675024,"42003","Robinson",39403159,15.2136453914072,"Robinson township, Allegheny County, Pennsylvania",15503,1019.01941324045,"suburban","Allegheny","urban","suburban urban"
